title,make,model,year,condition,transmission,price
Mercedes-Benz C300 2015 Blue,Mercedes-Benz,C300,2015,local used,automatic,"₦ 14,500,000"
Mercedes-Benz GLE-Class 2019 Silver,Mercedes-Benz,GLE-Class,2019,foreign used,automatic,"₦ 69,500,000"
Toyota Venza 2013 White,Toyota,Venza,2013,local used,automatic,"₦ 12,700,000"
Toyota Tacoma V6 4dr Access Cab 4WD 6.1 ft. SB (4.0L 6cyl 6M) 2014,Toyota,Tacoma V6,2014,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz M Class 2013 Silver,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 17,400,000"
Mercedes-Benz E500 2007 Silver,Mercedes-Benz,E500,2007,local used,automatic,"₦ 5,500,000"
New Toyota Land Cruiser Prado 2025 Black,New,Toyota Land,2025,brand new,automatic,"₦ 182,000,000"
Toyota Tacoma 2010 Black,Toyota,Tacoma,2010,local used,automatic,"₦ 18,300,000"
Rover Land 2016 Black,Rover,Land,2016,foreign used,automatic,"₦ 35,800,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2021 Black,Toyota,Hilux Revo,2021,foreign used,automatic,"₦ 57,500,000"
Honda Pilot 2015 White,Honda,Pilot,2015,foreign used,automatic,"₦ 17,000,000"
Land Rover Range Rover Velar P380 R-Dynamic HSE 4x4 2020 Blue,Land,Rover Range,2020,foreign used,automatic,"₦ 31,500,000"
New Lexus LX 2023 Black,New,Lexus LX,2023,brand new,automatic,"₦ 528,000,000"
Audi A4 2.0T Premium Manual 2013 Silver,Audi,A4 2,2013,local used,automatic,"₦ 7,000,000"
Audi Q5 2012 Black,Audi,Q5,2012,local used,automatic,"₦ 7,820,000"
Acura ZDX Base AWD 2010 Silver,Acura,ZDX Base,2010,local used,automatic,"₦ 8,900,000"
Lexus RX 350 AWD 2014 White,Lexus,RX 350,2014,foreign used,automatic,"₦ 24,500,000"
Nissan Quest S 2013 Gray,Nissan,Quest S,2013,foreign used,automatic,"₦ 13,000,000"
Lexus RX 330 2006 Silver,Lexus,RX 330,2006,local used,automatic,"₦ 9,200,000"
Toyota Camry 2008 Red,Toyota,Camry,2008,local used,automatic,"₦ 6,700,000"
Toyota 4-Runner 2016 Red,Toyota,4-Runner,2016,foreign used,automatic,"₦ 39,900,000"
Toyota Corolla Verso 2008 Black,Toyota,Corolla Verso,2008,foreign used,manual,"₦ 8,000,000"
Mercedes-Benz C300 Sport 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,C300 Sport,2014,local used,automatic,"₦ 16,500,000"
Toyota Hilux SR5 4x4 2014 White,Toyota,Hilux SR5,2014,local used,manual,"₦ 20,000,000"
Toyota Hilux Revo Smart Cab Petrol 2.7 RWD 2020 Gray,Toyota,Hilux Revo,2020,local used,automatic,"₦ 55,000,000"
Toyota Sienna 2008 Red,Toyota,Sienna,2008,local used,automatic,"₦ 7,300,000"
Mercedes-Benz A-Class 2020 White,Mercedes-Benz,A-Class,2020,foreign used,automatic,"₦ 34,000,000"
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 35,600,000"
Ford F-150 2017 Gray,Ford,F-150,2017,local used,automatic,"₦ 28,900,000"
Toyota Camry 2013 Green,Toyota,Camry,2013,local used,automatic,"₦ 9,600,000"
Toyota Avalon 2017 Burgundy,Toyota,Avalon,2017,foreign used,automatic,"₦ 19,800,000"
Toyota Camry 2011 Red,Toyota,Camry,2011,local used,automatic,"₦ 6,200,000"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,local used,automatic,"₦ 7,000,000"
Toyota Corolla 2016 Black,Toyota,Corolla,2016,local used,automatic,"₦ 9,800,000"
Honda Civic 2015 Blue,Honda,Civic,2015,foreign used,automatic,"₦ 15,500,000"
Toyota Highlander 3.5L 2WD 2013 Gray,Toyota,Highlander 3,2013,foreign used,automatic,"₦ 18,200,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr 4x2 (3.5L 6cyl 7A) 2015 Black,Mercedes-Benz,GLK-Class Base,2015,foreign used,automatic,"₦ 19,500,000"
Toyota Venza AWD 2010 White,Toyota,Venza AWD,2010,foreign used,automatic,"₦ 16,400,000"
Dodge Charger 2010 Red,Dodge,Charger,2010,local used,automatic,"₦ 6,500,000"
New Toyota Land Cruiser 2023 Black,New,Toyota Land,2023,brand new,automatic,"₦ 388,000,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,brand new,automatic,"₦ 212,500,000"
GMC Yukon Denali 2013 Black,GMC,Yukon Denali,2013,local used,automatic,"₦ 28,850,000"
New Toyota Land Cruiser 1958 2025 Black,New,Toyota Land,1958,brand new,automatic,"₦ 199,500,000"
Ford Explorer XLT 4dr SUV AWD (3.5L 6cyl 6A) 2016 Black,Ford,Explorer XLT,2016,foreign used,automatic,"₦ 23,850,000"
New Toyota Hilux 2023 White,New,Toyota Hilux,2023,brand new,automatic,"₦ 76,500,000"
Audi Q8 55 Premium AWD quattro 2020 Blue,Audi,Q8 55,2020,foreign used,automatic,"₦ 130,000,000"
Audi Q5 2.0T Premium Quattro 2012 Black,Audi,Q5 2,2012,local used,automatic,"₦ 9,720,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl CVT) 2016 White,Toyota,Corolla LE,2016,foreign used,automatic,"₦ 15,800,000"
Toyota Corolla LE 2004 Black,Toyota,Corolla LE,2004,foreign used,automatic,"₦ 8,500,000"
Honda Pilot EX-L 4dr SUV 4WD (3.5L 6cyl 5A) 2017 White,Honda,Pilot EX-L,2017,foreign used,automatic,"₦ 24,000,000"
Lexus RX 350 4x4 2007 Blue,Lexus,RX 350,2007,local used,automatic,"₦ 8,950,000"
Lexus ES 2004 Burgundy,Lexus,ES,2004,local used,automatic,"₦ 5,000,000"
Toyota Corolla SE (1.8L 4cyl 6M) 2018 Black,Toyota,Corolla SE,2018,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2013 Gray,Mercedes-Benz,E350 Base,2013,local used,automatic,"₦ 10,000,000"
Lexus RX 350 F Sport AWD 2017 Gray,Lexus,RX 350,2017,local used,automatic,"₦ 35,550,000"
Lexus RX 350 AWD 2015 White,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,000,000"
Toyota Camry 2019 Gray,Toyota,Camry,2019,foreign used,automatic,"₦ 19,000,000"
Toyota Corolla 2016 Gold,Toyota,Corolla,2016,local used,automatic,"₦ 13,000,000"
Lexus RX 350 AWD 2009 Silver,Lexus,RX 350,2009,foreign used,automatic,"₦ 12,500,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 60,900,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 7,800,000"
Toyota Avalon 2009 Silver,Toyota,Avalon,2009,foreign used,automatic,"₦ 6,500,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,"₦ 11,800,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2010 Gray,Mercedes-Benz,E350 Base,2010,local used,automatic,"₦ 9,500,000"
Toyota Highlander 2013 Black,Toyota,Highlander,2013,local used,automatic,"₦ 9,999,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,local used,automatic,"₦ 52,000,000"
Toyota Camry 2009 Gray,Toyota,Camry,2009,local used,automatic,"₦ 6,500,000"
Lexus RX 350 2010 Red,Lexus,RX 350,2010,foreign used,automatic,"₦ 19,300,000"
Peugeot 307 1.6 XT Automatic 2005 Silver,Peugeot,307 1,2005,local used,automatic,"₦ 3,020,000"
Toyota Land Cruiser Prado 2.7 2017 Black,Toyota,Land Cruiser,2017,foreign used,automatic,"₦ 49,500,000"
Mercedes-Benz E300 2016 White,Mercedes-Benz,E300,2016,local used,automatic,"₦ 27,500,000"
Mazda CX-9 Grand Touring 4dr SUV AWD (3.7L 6cyl 6A) 2015 Red,Mazda,CX-9 Grand,2015,foreign used,automatic,"₦ 15,200,000"
Lexus GS 350 2008 Silver,Lexus,GS 350,2008,foreign used,automatic,"₦ 12,500,000"
Honda CR-V EX-L 4dr SUV (2.4L 4cyl 5A) 2013 Silver,Honda,CR-V EX-L,2013,foreign used,automatic,"₦ 15,500,000"
Toyota Venza LE 4dr Wagon (2.7L 4cyl 6A) 2014 Gray,Toyota,Venza LE,2014,foreign used,automatic,"₦ 17,500,000"
Honda CR-V EX-L 4dr SUV (2.4L 4cyl CVT) 2015 Blue,Honda,CR-V EX-L,2015,foreign used,automatic,"₦ 20,000,000"
Toyota Land Cruiser Prado 2.7 VVT-i 2015 Black,Toyota,Land Cruiser,2015,local used,automatic,"₦ 27,499,999"
Infiniti QX56 2010 Silver,Infiniti,QX56,2010,local used,automatic,"₦ 12,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Black,Mercedes-Benz,E350 Base,2014,local used,automatic,"₦ 15,900,000"
Toyota Corolla 1.4 Advanced 2009 Red,Toyota,Corolla 1,2009,local used,automatic,"₦ 6,200,000"
Toyota Tacoma Limited 2017 Black,Toyota,Tacoma Limited,2017,foreign used,automatic,"₦ 48,000,000"
Toyota Highlander Limited AWD 2020 Blue,Toyota,Highlander Limited,2020,foreign used,automatic,"₦ 56,000,000"
Lexus RX 350 FWD 2017 White,Lexus,RX 350,2017,foreign used,automatic,"₦ 37,500,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2014 Gray,Toyota,Avalon XLE,2014,foreign used,automatic,"₦ 16,500,000"
Toyota Camry L 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry L,2013,local used,automatic,"₦ 9,000,000"
Land Rover Lr3 2005 White,Land,Rover Lr3,2005,local used,automatic,"₦ 5,600,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 6,550,000"
Lexus ES 350 2011 Blue,Lexus,ES 350,2011,local used,automatic,"₦ 8,000,000"
Toyota Camry 2014 Black,Toyota,Camry,2014,foreign used,automatic,"₦ 14,600,000"
New Dongfeng Rich 6 2025 White,New,Dongfeng Rich,2025,brand new,manual,"₦ 40,000,000"
Lexus GX 470 2009 Black,Lexus,GX 470,2009,local used,automatic,"₦ 9,700,000"
Mercedes-Benz M Class 2014 White,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 15,900,000"
Lexus IS 350 2009 White,Lexus,IS 350,2009,local used,automatic,"₦ 6,700,000"
Toyota Hilux 2.5 D-4D SRX 2012 White,Toyota,Hilux 2,2012,local used,manual,"₦ 18,000,000"
Mercedes-Benz CLK 2007 Black,Mercedes-Benz,CLK,2007,local used,automatic,"₦ 6,000,000"
Ford F-150 2011 White,Ford,F-150,2011,local used,automatic,"₦ 11,500,000"
Toyota Corolla 2006 White,Toyota,Corolla,2006,local used,automatic,"₦ 5,850,000"
Mercedes-Benz GLE-Class GLE 400 4MATIC 2017 Gray,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 39,200,000"
Honda Civic 2014 Gray,Honda,Civic,2014,local used,automatic,"₦ 8,700,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Black,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 67,000,000"
Mercedes-Benz GLA 250 2016 Gray,Mercedes-Benz,GLA 250,2016,local used,automatic,"₦ 17,000,000"
New Toyota Land Cruiser J300 4.0 2022 Black,New,Toyota Land,2022,brand new,automatic,"₦ 163,000,000"
Lexus RX 350 AWD 2022 Gray,Lexus,RX 350,2022,foreign used,automatic,"₦ 58,500,000"
Volkswagen Tiguan 2011 Silver,Volkswagen,Tiguan,2011,local used,automatic,"₦ 6,500,000"
Land Rover Range Rover Evoque 2014 Blue,Land,Rover Range,2014,local used,automatic,"₦ 9,900,000"
Mercedes-Benz 220 1971 Beige,Mercedes-Benz,220,1971,foreign used,automatic,"₦ 25,000,000"
Audi Q7 3.0T Premium AWD quattro 2017 Blue,Audi,Q7 3,2017,foreign used,automatic,"₦ 38,500,000"
Toyota Camry XLE V6 4dr Sedan (3.5L 6cyl 6A) 2012 Silver,Toyota,Camry XLE,2012,local used,automatic,"₦ 9,999,999"
Mercedes-Benz C300 Sport 4dr RWD Sedan (2.0L 4cyl 7A) 2015 Blue,Mercedes-Benz,C300 Sport,2015,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2024 White,Mercedes-Benz,GLE-Class GLE,2024,foreign used,automatic,"₦ 125,000,000"
Honda Accord Touring V6 4dr Sedan FWD (3.5L 6cyl 6A) 2017 Brown,Honda,Accord Touring,2017,foreign used,automatic,"₦ 19,500,000"
Honda CR-V EX-L AWD 2025 Black,Honda,CR-V EX-L,2025,foreign used,automatic,"₦ 65,000,000"
Nissan Juke SL 4dr Hatchback AWD (1.6L 4cyl Turbo CVT) 2014 Gray,Nissan,Juke SL,2014,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Gray,Mercedes-Benz,C300 Luxury,2015,foreign used,automatic,"₦ 19,900,000"
Toyota Camry 2008 Silver,Toyota,Camry,2008,local used,automatic,"₦ 7,700,000"
Toyota Land Cruiser 2013 Black,Toyota,Land Cruiser,2013,local used,automatic,"₦ 120,000,000"
Toyota Land Cruiser 4.6 V8 GX-R 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 38,000,000"
Toyota Hilux 2023 White,Toyota,Hilux,2023,local used,automatic,"₦ 70,000,000"
Toyota Camry XSE (2.5L 4cyl 8A) 2019 Silver,Toyota,Camry XSE,2019,foreign used,automatic,"₦ 27,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Blue,Toyota,Corolla S,2010,foreign used,automatic,"₦ 9,500,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 25,000,000"
Toyota Corolla 2005 White,Toyota,Corolla,2005,local used,automatic,"₦ 5,000,000"
Toyota Sienna 2006 Red,Toyota,Sienna,2006,foreign used,automatic,"₦ 6,700,000"
Nissan Tiida 2007 Blue,Nissan,Tiida,2007,local used,automatic,"₦ 2,500,000"
Pontiac Vibe 2008 Gray,Pontiac,Vibe,2008,foreign used,automatic,"₦ 9,000,000"
Mercedes-Benz GLK-Class 2012 White,Mercedes-Benz,GLK-Class,2012,local used,automatic,"₦ 12,800,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 21,000,000"
Mercedes-Benz GLK-Class 2010 Black,Mercedes-Benz,GLK-Class,2010,local used,automatic,"₦ 7,800,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Black,Toyota,Corolla LE,2010,foreign used,automatic,"₦ 10,950,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl CVT) 2016 Red,Toyota,Corolla S,2016,foreign used,automatic,"₦ 15,400,000"
Toyota Sienna XLE 8 Passenger 2012 Gray,Toyota,Sienna XLE,2012,foreign used,automatic,"₦ 16,550,000"
Toyota Land Cruiser Prado 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 30,000,000"
New Toyota Corolla LE 2024 Black,New,Toyota Corolla,2024,brand new,automatic,"₦ 47,550,000"
New Land Rover Range Rover 2023 Black,New,Land Rover,2023,brand new,automatic,"₦ 349,500,000"
New Lexus LX 700h 2025 Black,New,Lexus LX,2025,brand new,automatic,"₦ 308,500,000"
Mercedes-Benz GL-Class GL 450 2011 Blue,Mercedes-Benz,GL-Class GL,2011,local used,automatic,"₦ 6,950,000"
Porsche Cayenne Automatic 2006 Black,Porsche,Cayenne Automatic,2006,local used,automatic,"₦ 8,920,000"
Audi Q8 2022 Blue,Audi,Q8,2022,foreign used,automatic,"₦ 145,000,000"
Honda Accord Crosstour EX-L 2010 Silver,Honda,Accord Crosstour,2010,local used,automatic,"₦ 8,500,000"
Toyota RAV4 3.5 Limited 2011 Brown,Toyota,RAV4 3,2011,foreign used,automatic,"₦ 14,500,000"
Toyota Venza AWD 2012 White,Toyota,Venza AWD,2012,foreign used,automatic,"₦ 16,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2015 Red,Toyota,Camry XLE,2015,foreign used,automatic,"₦ 18,500,000"
Honda CR-V 2016 Black,Honda,CR-V,2016,foreign used,automatic,"₦ 21,000,000"
Toyota RAV4 Limited AWD (2.5L 4cyl 6A) 2017 Silver,Toyota,RAV4 Limited,2017,foreign used,automatic,"₦ 32,000,000"
Lexus GX 470 Sport Utility 2006 Blue,Lexus,GX 470,2006,local used,automatic,"₦ 8,800,000"
Honda Pilot EX 4x4 (3.5L 6cyl 5A) 2006 Gray,Honda,Pilot EX,2006,foreign used,automatic,"₦ 5,600,000"
Toyota Highlander 2018 White,Toyota,Highlander,2018,foreign used,automatic,"₦ 31,500,000"
New Arcfox T1 425 PRO 2025 Green,New,Arcfox T1,2025,brand new,automatic,"₦ 32,000,000"
Toyota Tacoma TRD Sport Double Cab 6.1 ft. SB 2025 White,Toyota,Tacoma TRD,2025,foreign used,automatic,"₦ 115,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Blue,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 80,000,000"
GMC Sierra 1500 2014 Black,GMC,Sierra 1500,2014,foreign used,automatic,"₦ 25,500,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2017 Gray,Hyundai,Sonata Limited,2017,foreign used,automatic,"₦ 14,000,000"
Toyota Highlander Sport 2008 Silver,Toyota,Highlander Sport,2008,foreign used,automatic,"₦ 13,000,000"
Honda CR-V 2013 Black,Honda,CR-V,2013,foreign used,automatic,"₦ 16,500,000"
Toyota Avalon 2014 Gray,Toyota,Avalon,2014,local used,automatic,"₦ 13,800,000"
Lexus RX 2000 Gray,Lexus,RX,2000,local used,automatic,"₦ 3,400,000"
Toyota Sienna XLE AWD 2006 Burgundy,Toyota,Sienna XLE,2006,local used,automatic,"₦ 5,800,000"
Lexus LX 570 2011 Black,Lexus,LX 570,2011,local used,automatic,"₦ 34,600,000"
Toyota Corolla 2006 Red,Toyota,Corolla,2006,foreign used,automatic,"₦ 5,300,000"
Toyota Sienna 2007 Gray,Toyota,Sienna,2007,local used,automatic,"₦ 6,600,000"
Lexus RX 2005 Silver,Lexus,RX,2005,foreign used,automatic,"₦ 14,050,000"
Toyota Sienna 2011 Gray,Toyota,Sienna,2011,local used,automatic,"₦ 11,000,000"
Acura MDX 2008 Red,Acura,MDX,2008,local used,automatic,"₦ 4,500,000"
Toyota Camry 2013 Red,Toyota,Camry,2013,local used,automatic,"₦ 9,700,000"
Honda Civic 2016 White,Honda,Civic,2016,local used,automatic,"₦ 15,500,000"
Toyota Highlander XLE 2022 Black,Toyota,Highlander XLE,2022,foreign used,automatic,"₦ 58,000,000"
Lexus RX 2016 Blue,Lexus,RX,2016,foreign used,automatic,"₦ 33,700,000"
Lexus ES 350 2012 Black,Lexus,ES 350,2012,foreign used,automatic,"₦ 11,500,000"
New Mercedes-Benz GLE-Class AMG GLE 53 AWD 2025 Blue,New,Mercedes-Benz GLE-Class,2025,brand new,automatic,"₦ 250,000,000"
Toyota Sienna SE 8 Passenger 2012 Gray,Toyota,Sienna SE,2012,foreign used,automatic,"₦ 16,250,000"
Lexus ES 350 2008 Gold,Lexus,ES 350,2008,local used,automatic,"₦ 6,800,000"
Toyota Highlander SE 4x4 V6 (3.5L 6cyl 8A) 2018 Silver,Toyota,Highlander SE,2018,foreign used,automatic,"₦ 35,500,000"
Acura MDX 2008 Silver,Acura,MDX,2008,local used,automatic,"₦ 5,500,000"
Toyota Highlander XSE 2022 Silver,Toyota,Highlander XSE,2022,foreign used,automatic,"₦ 68,500,000"
New Lamborghini Aventador 2025 Black,New,Lamborghini Aventador,2025,brand new,automatic,"₦ 1,500,000,000"
Toyota Venza XLE 2011 White,Toyota,Venza XLE,2011,local used,automatic,"₦ 12,950,000"
Honda Pilot EX 4dr SUV 4WD (3.5L 6cyl 5A) 2011 Black,Honda,Pilot EX,2011,foreign used,automatic,"₦ 12,500,000"
Lexus RX 350 AWD 2015 Silver,Lexus,RX 350,2015,foreign used,automatic,"₦ 23,999,000"
Hyundai Elantra 2016 Green,Hyundai,Elantra,2016,foreign used,automatic,"₦ 14,500,000"
Toyota Highlander Limited 2012 Silver,Toyota,Highlander Limited,2012,foreign used,automatic,"₦ 19,500,000"
Toyota Highlander LE Plus V6 4x2 (3.5L 6cyl 6A) 2016 White,Toyota,Highlander LE,2016,foreign used,automatic,"₦ 30,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 64,000,000"
Toyota RAV4 2020 Black,Toyota,RAV4,2020,foreign used,automatic,"₦ 36,000,000"
Honda Accord 2008 Gold,Honda,Accord,2008,local used,automatic,"₦ 4,900,000"
New Lexus LX 2024 Black,New,Lexus LX,2024,brand new,automatic,"₦ 490,000,000"
Nissan Sentra 2013 Black,Nissan,Sentra,2013,local used,automatic,"₦ 6,000,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 4,500,000"
Mercedes-Benz C300 2016 Silver,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 15,000,000"
Toyota Avalon 2003 Blue,Toyota,Avalon,2003,local used,automatic,"₦ 3,000,000"
Mercedes-Benz E350 2014 Black,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 17,200,000"
Toyota Matrix 2010 Silver,Toyota,Matrix,2010,foreign used,automatic,"₦ 10,900,000"
Toyota Tacoma V6 4dr Double Cab 4WD 5.0 ft. SB (4.0L 6cyl 6M) 2015,Toyota,Tacoma V6,2015,foreign used,automatic,"₦ 23,900,000"
Honda Civic 1.8i VTEC 2008 Black,Honda,Civic 1,2008,local used,automatic,"₦ 3,200,000"
Toyota RAV4 XLE AWD (2.5L 4cyl 6A) 2017 Red,Toyota,RAV4 XLE,2017,foreign used,automatic,"₦ 24,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 69,000,000"
Honda Accord Sport 4dr Sedan (2.4L 4cyl CVT) 2014 Brown,Honda,Accord Sport,2014,local used,automatic,"₦ 9,850,000"
Honda Civic 1.8 Sedan EX Automatic 2007 Gray,Honda,Civic 1,2007,local used,automatic,"₦ 3,650,000"
Toyota Sequoia Limited 4dr SUV 4WD (5.7L 8cyl 6A) 2010 Gray,Toyota,Sequoia Limited,2010,local used,automatic,"₦ 9,950,000"
Lexus RX 350 AWD 2017 Gold,Lexus,RX 350,2017,local used,automatic,"₦ 40,000,000"
Toyota Camry SE 4dr Sedan (3.5L 6cyl 6A) 2014 Gray,Toyota,Camry SE,2014,local used,automatic,"₦ 9,350,000"
Toyota Highlander XLE 4dr SUV AWD (3.5L 6cyl 6A) 2015 Gray,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 27,800,000"
Honda Pilot 2007 Gray,Honda,Pilot,2007,local used,automatic,"₦ 4,900,000"
Lexus IS 250 SE AWD 2007 Black,Lexus,IS 250,2007,foreign used,automatic,"₦ 10,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 White,Toyota,Camry XLE,2010,foreign used,automatic,"₦ 9,500,000"
Hyundai Santa Fe 2008 Gray,Hyundai,Santa Fe,2008,local used,automatic,"₦ 8,479,687"
Hyundai Sonata Sport 4dr Sedan (2.4L 4cyl 6A) 2015 Black,Hyundai,Sonata Sport,2015,foreign used,automatic,"₦ 13,700,000"
Toyota RAV4 XLE AWD 2020 White,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 45,000,000"
Toyota Sienna SE 8 Passenger 2012 Silver,Toyota,Sienna SE,2012,local used,automatic,"₦ 10,900,000"
Toyota RAV4 2018 Silver,Toyota,RAV4,2018,foreign used,automatic,"₦ 26,000,000"
Peugeot 206 2005 Blue,Peugeot,206,2005,local used,automatic,"₦ 3,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Gray,Toyota,Camry SE,2012,foreign used,automatic,"₦ 15,000,000"
Toyota Camry 2010 Gray,Toyota,Camry,2010,foreign used,automatic,"₦ 9,800,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,local used,automatic,"₦ 6,000,000"
Lexus ES 350 F SPORT Handling FWD 2024 Black,Lexus,ES 350,2024,foreign used,automatic,"₦ 129,500,000"
Toyota Camry 2017 Black,Toyota,Camry,2017,foreign used,automatic,"₦ 12,800,000"
Toyota Highlander 2010 Silver,Toyota,Highlander,2010,local used,automatic,"₦ 9,600,000"
Mercedes-Benz GLK-Class 2015 Black,Mercedes-Benz,GLK-Class,2015,foreign used,automatic,"₦ 22,500,000"
Lexus RX 2012 Black,Lexus,RX,2012,local used,automatic,"₦ 14,200,000"
Toyota Yaris 2008 Gray,Toyota,Yaris,2008,local used,automatic,"₦ 5,300,000"
Toyota Solara 2004 Gold,Toyota,Solara,2004,local used,automatic,"₦ 3,800,000"
Toyota Sienna LE FWD 8-Passenger 2013 Burgundy,Toyota,Sienna LE,2013,foreign used,automatic,"₦ 15,500,000"
Lexus RX 2020 Gray,Lexus,RX,2020,foreign used,automatic,"₦ 55,000,000"
Mercedes-Benz GLS-Class 2022 White,Mercedes-Benz,GLS-Class,2022,foreign used,automatic,"₦ 176,900,000"
Toyota Camry 1998 Gray,Toyota,Camry,1998,local used,automatic,"₦ 2,400,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Green,Mercedes-Benz,GLE-Class AMG,2021,foreign used,automatic,"₦ 132,000,000"
Lexus ES 350 2012 White,Lexus,ES 350,2012,local used,automatic,"₦ 7,150,000"
Toyota Highlander 2015 Gray,Toyota,Highlander,2015,local used,automatic,"₦ 19,999,999"
Toyota Tundra Limited 5.7L V8 4x4 CrewMax 5.6 ft. box 145.7 in. WB 2019,Toyota,Tundra Limited,2019,local used,automatic,"₦ 42,500,000"
New Mercedes-Benz GLS-Class 2024 Burgundy,New,Mercedes-Benz GLS-Class,2024,brand new,automatic,"₦ 485,000,000"
Lexus LX 600 2023 White,Lexus,LX 600,2023,foreign used,automatic,"₦ 243,500,000"
Honda Accord Crosstour EX 2010 Black,Honda,Accord Crosstour,2010,local used,automatic,"₦ 6,200,000"
Lexus LX 570 (5 seats) AWD 2018 Gray,Lexus,LX 570,2018,local used,automatic,"₦ 98,000,000"
Toyota Hilux 2021 White,Toyota,Hilux,2021,local used,automatic,"₦ 64,500,000"
New Land Rover Range Rover Vogue 2023 Gold,New,Land Rover,2023,brand new,automatic,"₦ 388,000,000"
New Mercedes-Benz SL-Class 2024 Black,New,Mercedes-Benz SL-Class,2024,brand new,automatic,"₦ 490,000,000"
Lexus RX 350 AWD 2008,Lexus,RX 350,2008,foreign used,automatic,"₦ 13,600,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 5M) 2012 Black,Toyota,Corolla L,2012,foreign used,automatic,"₦ 10,500,000"
Lexus RX 350 AWD 2009 Silver,Lexus,RX 350,2009,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz GLE-Class 2016 White,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 35,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Red,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 10,500,000"
Toyota RAV4 2.5 Sport 2010,Toyota,RAV4 2,2010,foreign used,automatic,"₦ 10,500,000"
