title,make,model,year,condition,transmission,price
Toyota Land Cruiser 2014 Black,Toyota,Land Cruiser,2014,local used,automatic,"₦ 42,000,000"
Toyota Hilux 2019 White,Toyota,Hilux,2019,local used,automatic,"₦ 43,500,000"
Toyota Camry 2008 White,Toyota,Camry,2008,local used,automatic,"₦ 6,600,000"
Lexus RX 350 2011 White,Lexus,RX 350,2011,foreign used,automatic,"₦ 18,950,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Black,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 27,000,000"
Lexus RX 2017 White,Lexus,RX,2017,foreign used,automatic,"₦ 49,500,000"
Lexus RX 2011 Black,Lexus,RX,2011,local used,automatic,"₦ 13,600,000"
Toyota RAV4 2008 Red,Toyota,RAV4,2008,local used,automatic,"₦ 7,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Silver,Toyota,Camry XLE,2010,local used,automatic,"₦ 5,800,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 5,500,000"
Mitsubishi L200 Club Cab 2.0 4WD 1998 Blue,Mitsubishi,L200 Club,1998,foreign used,manual,"₦ 13,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4 cyl 4A) 2009 Black,Toyota,Corolla LE,2009,local used,automatic,"₦ 5,700,000"
Lexus RX 2012 Black,Lexus,RX,2012,local used,automatic,"₦ 13,000,000"
Toyota Land Cruiser Prado 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 12,000,000"
Toyota Land Cruiser Prado 4.0 Petrol GX-R 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 11,500,000"
New Mercedes-Benz GLE-Class GLE 350 4MATIC 2023 Black,New,Mercedes-Benz GLE-Class,2023,brand new,automatic,"₦ 178,500,000"
Mazda CX-9 2012 Red,Mazda,CX-9,2012,local used,automatic,"₦ 7,500,000"
Toyota Corolla 2006 Black,Toyota,Corolla,2006,local used,automatic,"₦ 3,750,000"
Nissan Sentra SV 2017 Black,Nissan,Sentra SV,2017,foreign used,automatic,"₦ 8,999,999"
Toyota Camry 2.4 XLE 2008 Gray,Toyota,Camry 2,2008,foreign used,automatic,"₦ 9,200,000"
Mercedes-Benz GLK-Class 2014 Gold,Mercedes-Benz,GLK-Class,2014,foreign used,automatic,"₦ 23,000,000"
Mercedes-Benz GLA-Class 2020 Black,Mercedes-Benz,GLA-Class,2020,foreign used,automatic,"₦ 69,999,999"
Mercedes-Benz C300 2020 Gold,Mercedes-Benz,C300,2020,foreign used,automatic,"₦ 39,000,000"
Honda Civic 2008 Black,Honda,Civic,2008,local used,automatic,"₦ 5,200,000"
Honda Accord 2.4i VTec Executive 2008 Blue,Honda,Accord 2,2008,local used,automatic,"₦ 4,600,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,foreign used,automatic,"₦ 13,800,000"
Mercedes-Benz S-Class S 580 e 2024 Black,Mercedes-Benz,S-Class S,2024,foreign used,automatic,"₦ 260,000,000"
Toyota Avalon XLE 2022 Black,Toyota,Avalon XLE,2022,foreign used,automatic,"₦ 40,000,000"
Toyota Sienna 2005 Burgandy,Toyota,Sienna,2005,local used,automatic,"₦ 5,062,500"
Hyundai Tucson 2009 Silver,Hyundai,Tucson,2009,local used,automatic,"₦ 4,813,171"
Lexus ES 350 2008 Gray,Lexus,ES 350,2008,local used,automatic,"₦ 8,400,000"
Mercedes-Benz E350 2011 White,Mercedes-Benz,E350,2011,local used,automatic,"₦ 9,300,000"
Volkswagen Vento 2001 Blue,Volkswagen,Vento,2001,local used,manual,"₦ 2,500,000"
Toyota RAV4 2013 Gray,Toyota,RAV4,2013,local used,automatic,"₦ 13,000,000"
Toyota Camry 2006 Gold,Toyota,Camry,2006,local used,automatic,"₦ 4,600,000"
Honda Accord 2008 Black,Honda,Accord,2008,local used,automatic,"₦ 3,600,000"
Toyota Avalon 2008 Silver,Toyota,Avalon,2008,local used,automatic,"₦ 6,500,000"
Mercedes-Benz M Class 2015 Black,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 16,500,000"
Lexus ES 2015 Gray,Lexus,ES,2015,foreign used,automatic,"₦ 15,500,000"
Toyota Camry 2003,Toyota,Camry,2003,local used,automatic,"₦ 3,650,000"
Land Rover Range Rover Sport 2008 Black,Land,Rover Range,2008,local used,automatic,"₦ 5,300,000"
Toyota Matrix 2006 Gray,Toyota,Matrix,2006,local used,automatic,"₦ 6,500,000"
Toyota Corolla 2017 Red,Toyota,Corolla,2017,local used,automatic,"₦ 12,500,000"
Toyota RAV4 2014 Black,Toyota,RAV4,2014,local used,automatic,"₦ 12,200,000"
Toyota Venza 2011 White,Toyota,Venza,2011,foreign used,automatic,"₦ 20,500,000"
Toyota RAV4 XLE 4dr SUV (2.5L 4cyl 6A) 2014 White,Toyota,RAV4 XLE,2014,foreign used,automatic,"₦ 17,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2016 White,Toyota,Camry LE,2016,foreign used,automatic,"₦ 15,000,000"
Toyota Hilux 2024 Black,Toyota,Hilux,2024,foreign used,automatic,"₦ 107,500,000"
Lexus ES 350 2008 White,Lexus,ES 350,2008,foreign used,automatic,"₦ 11,800,000"
Audi Q5 2.0T Premium AWD quattro 2013 Blue,Audi,Q5 2,2013,local used,automatic,"₦ 8,900,000"
Toyota RAV4 XLE 2022 Gray,Toyota,RAV4 XLE,2022,foreign used,automatic,"₦ 42,500,000"
Toyota Matrix Hatchback AWD (1.8L 4cyl 4A) 2005 Blue,Toyota,Matrix Hatchback,2005,local used,automatic,"₦ 4,600,000"
Volkswagen Passat 2010 Gray,Volkswagen,Passat,2010,local used,automatic,"₦ 5,500,000"
Honda Pilot EX 4x2 (3.5L 6cyl 5A) 2007 Gray,Honda,Pilot EX,2007,local used,automatic,"₦ 4,800,000"
Volkswagen Tiguan SE with Sunroof & Nav 2013 Gold,Volkswagen,Tiguan SE,2013,local used,automatic,"₦ 7,220,000"
Toyota 4-Runner SR5 V6 2005 Silver,Toyota,4-Runner SR5,2005,local used,automatic,"₦ 5,800,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,local used,automatic,"₦ 14,500,000"
Toyota Venza 2011 Black,Toyota,Venza,2011,local used,automatic,"₦ 12,400,000"
Toyota Camry 2011 Silver,Toyota,Camry,2011,local used,automatic,"₦ 7,500,000"
Toyota RAV4 2011 Silver,Toyota,RAV4,2011,local used,automatic,"₦ 6,600,000"
Toyota RAV4 XLE AWD 2020 Blue,Toyota,RAV4 XLE,2020,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz GLC-Class 2018 Burgundy,Mercedes-Benz,GLC-Class,2018,foreign used,automatic,"₦ 29,000,000"
Toyota RAV4 2009 Black,Toyota,RAV4,2009,local used,automatic,"₦ 10,757,812"
Toyota Venza AWD 2011 Black,Toyota,Venza AWD,2011,local used,automatic,"₦ 12,500,000"
Honda Accord 2012 Black,Honda,Accord,2012,local used,automatic,"₦ 8,859,375"
Toyota Land Cruiser Prado 4.0 Petrol TX-L 2019 Black,Toyota,Land Cruiser,2019,foreign used,automatic,"₦ 83,000,000"
Nissan Pathfinder SL 4dr SUV 4WD (3.5L 6cyl CVT) 2014 Gray,Nissan,Pathfinder SL,2014,local used,automatic,"₦ 9,500,000"
Toyota Camry LE (2.5L 4cyl 8A) 2019 Gray,Toyota,Camry LE,2019,foreign used,automatic,"₦ 25,500,000"
Lexus GS 2013 White,Lexus,GS,2013,foreign used,automatic,"₦ 19,300,000"
Hyundai Creta 2021 Black,Hyundai,Creta,2021,local used,automatic,"₦ 23,800,000"
Toyota Sienna Limited 7-Passenger 4dr Minivan (3.5L 6cyl 6A) 2014 Black,Toyota,Sienna Limited,2014,foreign used,automatic,"₦ 22,500,000"
Toyota Corolla LE 2007 Gray,Toyota,Corolla LE,2007,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz GLA 250 2019 White,Mercedes-Benz,GLA 250,2019,foreign used,automatic,"₦ 23,500,000"
Toyota Land Cruiser 2017 Black,Toyota,Land Cruiser,2017,foreign used,automatic,"₦ 89,900,000"
Toyota 4-Runner 2005 Blue,Toyota,4-Runner,2005,local used,automatic,"₦ 5,100,000"
Hyundai Elantra 2017 Black,Hyundai,Elantra,2017,local used,automatic,"₦ 8,800,000"
Mercedes-Benz C300 2010 Black,Mercedes-Benz,C300,2010,local used,automatic,"₦ 8,500,000"
Toyota Highlander 2009 Gold,Toyota,Highlander,2009,foreign used,automatic,"₦ 14,500,000"
Toyota Highlander XLE 4x2 V6 (3.5L 6cyl 8A) 2017 Black,Toyota,Highlander XLE,2017,foreign used,automatic,"₦ 33,000,000"
Acura MDX Technology Package AWD (3.7 6cyl 5A) 2008 Black,Acura,MDX Technology,2008,local used,automatic,"₦ 6,600,000"
Honda Accord Sport 4dr Sedan FWD (2.4L 4cyl 2A) 2016 Black,Honda,Accord Sport,2016,foreign used,automatic,"₦ 15,500,000"
Toyota Highlander Limited 3.5l 4WD 2013 Blue,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 20,500,000"
Land Rover Range Rover 2016 Black,Land,Rover Range,2016,foreign used,automatic,"₦ 34,500,000"
Toyota Highlander Limited 2022 Black,Toyota,Highlander Limited,2022,foreign used,automatic,"₦ 72,000,000"
Toyota Sienna 2012 Silver,Toyota,Sienna,2012,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz E200 2016 Black,Mercedes-Benz,E200,2016,local used,automatic,"₦ 17,000,000"
Mercedes-Benz S-Class S 550 2008 Black,Mercedes-Benz,S-Class S,2008,foreign used,automatic,"₦ 33,400,000"
Toyota Hilux SR5+ 4x4 2019 Black,Toyota,Hilux SR5,2019,foreign used,automatic,"₦ 59,500,000"
Toyota 4-Runner SR5 4WD 2012 Black,Toyota,4-Runner SR5,2012,local used,automatic,"₦ 20,850,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 92,850,000"
Mercedes-Benz GLE-Class 2018 Blue,Mercedes-Benz,GLE-Class,2018,foreign used,automatic,"₦ 36,000,000"
Toyota Corolla 1.4 Advanced 2009 Silver,Toyota,Corolla 1,2009,foreign used,automatic,"₦ 9,950,000"
Toyota RAV4 LE 2022 White,Toyota,RAV4 LE,2022,foreign used,automatic,"₦ 43,000,000"
Toyota Avalon XLE Premium Sedan FWD (3.5L 6cyl 6A) 2017 Silver,Toyota,Avalon XLE,2017,foreign used,automatic,"₦ 25,000,000"
Mercedes-Benz E350 2011 Brown,Mercedes-Benz,E350,2011,local used,automatic,"₦ 10,300,000"
Toyota Venza XLE 4dr Wagon AWD (3.5L 6cyl 6A) 2014 Black,Toyota,Venza XLE,2014,foreign used,automatic,"₦ 18,200,000"
Honda Accord Sport 2.0T 2018 Blue,Honda,Accord Sport,2018,local used,automatic,"₦ 16,000,000"
Mercedes-Benz GLE-Class GLE 450 4MATIC 2020 Blue,Mercedes-Benz,GLE-Class GLE,2020,foreign used,automatic,"₦ 94,000,000"
Toyota Camry SE 2021 Red,Toyota,Camry SE,2021,local used,automatic,"₦ 24,000,000"
Lexus RX 350 2010 Black,Lexus,RX 350,2010,local used,automatic,"₦ 16,000,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 Silver,Hyundai,Sonata Limited,2015,foreign used,automatic,"₦ 13,000,000"
Toyota Avalon XLE 4dr Sedan (3.5L 6cyl 6A) 2014 White,Toyota,Avalon XLE,2014,foreign used,automatic,"₦ 16,500,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry SE,2010,foreign used,automatic,"₦ 12,500,000"
Toyota Avalon 2014 White,Toyota,Avalon,2014,local used,automatic,"₦ 17,000,000"
Toyota Venza 2010 Gray,Toyota,Venza,2010,local used,automatic,"₦ 12,400,000"
Toyota Sienna 2012 Gold,Toyota,Sienna,2012,foreign used,automatic,"₦ 16,000,000"
Acura MDX Advance Package SUV AWD (3.7L 6cyl 6A) 2011 Silver,Acura,MDX Advance,2011,local used,automatic,"₦ 7,300,000"
Toyota Land Cruiser 2019 Black,Toyota,Land Cruiser,2019,local used,automatic,"₦ 74,500,000"
Toyota Camry 2021 White,Toyota,Camry,2021,foreign used,automatic,"₦ 26,200,000"
Toyota Camry 2006 Black,Toyota,Camry,2006,local used,automatic,"₦ 4,200,000"
Mercedes-Benz GL-Class 2010 Silver,Mercedes-Benz,GL-Class,2010,local used,automatic,"₦ 13,200,000"
Honda CR-V 2008 Black,Honda,CR-V,2008,local used,automatic,"₦ 5,200,000"
Toyota Highlander 2006 Gold,Toyota,Highlander,2006,local used,automatic,"₦ 6,000,000"
Mini Cooper 2015,Mini,Cooper,2015,foreign used,automatic,"₦ 11,000,000"
Lexus ES 2005 White,Lexus,ES,2005,local used,automatic,"₦ 4,300,000"
Toyota Camry 2004 Silver,Toyota,Camry,2004,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Blue,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 9,800,000"
Lexus RX 2015 White,Lexus,RX,2015,foreign used,automatic,"₦ 24,800,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2011 Gray,Toyota,Corolla S,2011,foreign used,automatic,"₦ 12,000,000"
Acura ZDX Base AWD 2011 White,Acura,ZDX Base,2011,local used,automatic,"₦ 9,550,000"
Lexus RX 2017 Gray,Lexus,RX,2017,foreign used,automatic,"₦ 47,500,000"
Honda Pilot 2011 Silver,Honda,Pilot,2011,local used,automatic,"₦ 11,500,000"
Toyota RAV4 2014 Green,Toyota,RAV4,2014,foreign used,automatic,"₦ 20,000,000"
New Mercedes-Benz S-Class 2023 Black,New,Mercedes-Benz S-Class,2023,brand new,automatic,"₦ 495,500,000"
New Mercedes-Benz G-Class 2024 Black,New,Mercedes-Benz G-Class,2024,brand new,automatic,"₦ 585,000,000"
BMW X3 3.0i 2009 White,BMW,X3 3,2009,local used,automatic,"₦ 6,300,000"
Mercedes-Benz G-Class G63 AMG 4dr SUV 4WD (5.5L 8cyl Turbo 7A) 2014,Mercedes-Benz,G-Class G63,2014,foreign used,automatic,"₦ 82,500,000"
Volvo XC60 3.2 FWD 2013 Black,Volvo,XC60 3,2013,foreign used,automatic,"₦ 17,500,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 29,000,000"
Lexus RX 350 2015 Burgundy,Lexus,RX 350,2015,foreign used,automatic,"₦ 26,500,000"
Honda Pilot EX-L 4dr SUV (3.5L 6cyl 5A) 2011 Gray,Honda,Pilot EX-L,2011,foreign used,automatic,"₦ 13,500,000"
Acura TL SH-AWD Automatic 2012 Black,Acura,TL SH-AWD,2012,local used,automatic,"₦ 6,999,999"
Honda Civic Sedan EX-L 2013 Silver,Honda,Civic Sedan,2013,foreign used,automatic,"₦ 10,200,000"
Toyota Hilux 2023 Black,Toyota,Hilux,2023,foreign used,automatic,"₦ 81,000,000"
Mercedes-Benz M Class ML400 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 27,000,000"
Honda Accord EX 2dr Coupe (2.4L 4cyl 6M) 2014 Gold,Honda,Accord EX,2014,local used,automatic,"₦ 9,800,000"
Honda Accord Crosstour EX-L AWD 2011 Black,Honda,Accord Crosstour,2011,local used,automatic,"₦ 7,500,000"
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,local used,automatic,"₦ 8,700,000"
Mercedes-Benz GLE-Class 2015 White,Mercedes-Benz,GLE-Class,2015,foreign used,automatic,"₦ 105,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2012 Silver,Toyota,Corolla S,2012,foreign used,automatic,"₦ 12,700,000"
Hyundai Sonata 2015 Red,Hyundai,Sonata,2015,foreign used,automatic,"₦ 17,800,000"
Honda Accord EX 4dr Sedan (2.4L 4cyl 6M) 2015 Blue,Honda,Accord EX,2015,foreign used,automatic,"₦ 15,000,000"
Toyota Sienna XLE 8 Passenger 2012 White,Toyota,Sienna XLE,2012,local used,automatic,"₦ 12,500,000"
Toyota Corolla LE 2007,Toyota,Corolla LE,2007,local used,automatic,"₦ 6,200,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Gray,Mercedes-Benz,GLE-Class AMG,2017,local used,automatic,"₦ 40,000,000"
Lexus GX 2013 Black,Lexus,GX,2013,local used,automatic,"₦ 27,900,000"
Lincoln Navigator 2009 Black,Lincoln,Navigator,2009,local used,automatic,"₦ 5,000,000"
Lexus RX 2006 Gold,Lexus,RX,2006,local used,automatic,"₦ 8,900,000"
Toyota Land Cruiser 2007 Black,Toyota,Land Cruiser,2007,local used,automatic,"₦ 12,000,000"
Mercedes-Benz GLA-Class 2016 Blue,Mercedes-Benz,GLA-Class,2016,foreign used,automatic,"₦ 23,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 White,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 11,950,000"
Mercedes-Benz C300 2016 Blue,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 21,000,000"
Toyota Hilux 2022 Brown,Toyota,Hilux,2022,foreign used,automatic,"₦ 83,000,000"
Volvo XC90 2.5 T 2008 Blue,Volvo,XC90 2,2008,local used,automatic,"₦ 4,250,000"
Mercedes-Benz GLS-Class GLS550 4MATIC 2019 Silver,Mercedes-Benz,GLS-Class GLS550,2019,foreign used,automatic,"₦ 69,500,000"
Mercedes-Benz C250 2008 White,Mercedes-Benz,C250,2008,local used,automatic,"₦ 6,500,000"
Honda CR-V EX 4dr SUV AWD (1.5L 4cyl CVT) 2017 Black,Honda,CR-V EX,2017,foreign used,automatic,"₦ 23,850,000"
New Toyota Hilux 2025 Black,New,Toyota Hilux,2025,brand new,automatic,"₦ 96,500,000"
Toyota Land Cruiser 4.0 V6 GXR 2018 White,Toyota,Land Cruiser,2018,foreign used,automatic,"₦ 76,500,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2013 Black,Toyota,Corolla S,2013,foreign used,automatic,"₦ 13,500,000"
Land Rover Range Rover Vogue 2015 White,Land,Rover Range,2015,local used,automatic,"₦ 21,500,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2017 Silver,Toyota,Highlander XLE,2017,foreign used,automatic,"₦ 28,000,000"
Mini Cooper 2017 Silver,Mini,Cooper,2017,foreign used,automatic,"₦ 20,000,000"
Land Rover Range Rover Vogue 2020 White,Land,Rover Range,2020,foreign used,automatic,"₦ 99,000,000"
Toyota Camry 2014,Toyota,Camry,2014,local used,automatic,"₦ 9,790,000"
Toyota Highlander Limited Platinum 4x4 V6 (3.5L 6cyl 8A) 2017 Silver,Toyota,Highlander Limited,2017,foreign used,automatic,"₦ 36,000,000"
Toyota Highlander Limited 3.5l 4WD 2013 Burgundy,Toyota,Highlander Limited,2013,foreign used,automatic,"₦ 18,000,000"
Toyota Camry LE FWD (2.5L 4cyl 8AM) 2018 Brown,Toyota,Camry LE,2018,foreign used,automatic,"₦ 22,000,000"
Ford F-150 Platinum 4x2 SuperCrew Cab Styleside 6.5 ft. box 157 in. WB,,,,foreign used,automatic,"₦ 70,000,000"
Toyota Camry 2014 Silver,Toyota,Camry,2014,foreign used,automatic,"₦ 13,900,000"
Lexus ES 2006 Silver,Lexus,ES,2006,local used,automatic,"₦ 6,000,000"
Ford Edge 2011 Silver,Ford,Edge,2011,local used,automatic,"₦ 4,600,000"
Toyota Avalon 2016 Burgundy,Toyota,Avalon,2016,foreign used,automatic,"₦ 21,500,000"
Lexus IS 2010 White,Lexus,IS,2010,local used,automatic,"₦ 7,600,000"
Mercedes-Benz M Class 2013 Black,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 20,500,000"
Toyota Corolla 2016 Green,Toyota,Corolla,2016,foreign used,automatic,"₦ 11,000,000"
Hyundai Sonata 2013,Hyundai,Sonata,2013,local used,automatic,"₦ 7,100,000"
Honda Odyssey 2014 Blue,Honda,Odyssey,2014,local used,automatic,"₦ 12,500,000"
Toyota Hilux 2017 White,Toyota,Hilux,2017,local used,automatic,"₦ 15,200,000"
Lexus RX 2010 Blue,Lexus,RX,2010,local used,automatic,"₦ 14,750,000"
Honda Odyssey Touring 2008 Silver,Honda,Odyssey Touring,2008,local used,automatic,"₦ 4,600,000"
Lexus NX 2017 Gold,Lexus,NX,2017,foreign used,automatic,"₦ 35,000,000"
Toyota Highlander Limited 2008 Gray,Toyota,Highlander Limited,2008,local used,automatic,"₦ 9,850,000"
Lexus LX 570 2012 Black,Lexus,LX 570,2012,local used,automatic,"₦ 43,750,000"
Toyota Venza XLE 4dr Wagon (3.5L 6cyl 6A) 2015 White,Toyota,Venza XLE,2015,foreign used,automatic,"₦ 21,000,000"
Toyota Highlander Sport 4x4 2009 Blue,Toyota,Highlander Sport,2009,local used,automatic,"₦ 9,700,000"
Hyundai Veloster RE:FLEX 3dr Hatchback w/Red Interior (1.6L 4cyl 6AM),,,,local used,automatic,"₦ 5,600,000"
Lexus NX 200t AWD 2015 Red,Lexus,NX 200t,2015,foreign used,automatic,"₦ 29,000,000"
Lexus GX 460 Luxury 2014 Black,Lexus,GX 460,2014,local used,automatic,"₦ 34,200,000"
Toyota Sienna LE & 1 hatch 2000 Gray,Toyota,Sienna LE,2000,local used,automatic,"₦ 2,950,000"
Toyota Matrix XRS Hatchback FWD (1.8L 4cyl 6M) 2004 Gray,Toyota,Matrix XRS,2004,foreign used,automatic,"₦ 7,900,000"
Toyota Highlander XLE 2022 Black,Toyota,Highlander XLE,2022,foreign used,automatic,"₦ 48,000,000"
Mercedes-Benz CLS 2020 Black,Mercedes-Benz,CLS,2020,foreign used,automatic,"₦ 67,000,000"
Toyota Picnic 2.0 FWD 2007,Toyota,Picnic 2,2007,local used,manual,"₦ 3,400,000"
Toyota Camry 2007 Silver,Toyota,Camry,2007,foreign used,automatic,"₦ 8,500,000"
Toyota C-HR 2021 Gray,Toyota,C-HR,2021,foreign used,automatic,"₦ 31,500,000"
Honda Accord Touring 2018 Gray,Honda,Accord Touring,2018,local used,automatic,"₦ 19,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2010 Gray,Toyota,Corolla S,2010,local used,automatic,"₦ 5,500,000"
Mercedes-Benz CLS-Class CLS 450 4MATIC AWD 2023 Gray,Mercedes-Benz,CLS-Class CLS,2023,local used,automatic,"₦ 13,000,000"
Mercedes-Benz CLA-Class 2018 White,Mercedes-Benz,CLA-Class,2018,foreign used,automatic,"₦ 18,200,000"
Toyota Venza 2013 White,Toyota,Venza,2013,local used,automatic,"₦ 9,800,000"
Lexus RX 2013 Brown,Lexus,RX,2013,local used,automatic,"₦ 15,500,000"
Hyundai Santa Fe 2017 Gray,Hyundai,Santa Fe,2017,foreign used,automatic,"₦ 18,500,000"
Toyota Camry 2008 Black,Toyota,Camry,2008,local used,automatic,"₦ 4,700,000"
Mercedes-Benz GLK-Class 2010 White,Mercedes-Benz,GLK-Class,2010,foreign used,automatic,"₦ 14,500,000"
Volkswagen Polo 1.4 Trendline 2006 Blue,Volkswagen,Polo 1,2006,local used,automatic,"₦ 6,000,000"
Toyota Highlander XLE 4dr SUV (3.5L 6cyl 6A) 2015 Black,Toyota,Highlander XLE,2015,foreign used,automatic,"₦ 26,000,000"
Lexus RX 350 FWD 2017 Gold,Lexus,RX 350,2017,foreign used,automatic,"₦ 39,000,000"
New Toyota Land Cruiser 79 Series 2025 Gold,New,Toyota Land,2025,brand new,automatic,"₦ 170,000,000"
Toyota Land Cruiser Prado 4.0 Petrol GX-L 2008 Black,Toyota,Land Cruiser,2008,local used,automatic,"₦ 12,500,000"
Toyota Highlander Platinum 2021 Blue,Toyota,Highlander Platinum,2021,foreign used,automatic,"₦ 59,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2021 Black,Mercedes-Benz,GLE-Class AMG,2021,local used,automatic,"₦ 114,000,000"
Mercedes-Benz G-Class Base G 500 AWD 2008 Black,Mercedes-Benz,G-Class Base,2008,foreign used,automatic,"₦ 65,000,000"
Mercedes-Benz GLA 250 2016 White,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 24,850,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2020 Gray,Mercedes-Benz,G-Class G,2020,foreign used,automatic,"₦ 298,850,000"
New Lamborghini Aventador 2025 White,New,Lamborghini Aventador,2025,brand new,automatic,"₦ 1,500,000,000"
Mitsubishi Outlander SE FWD 2020 Blue,Mitsubishi,Outlander SE,2020,foreign used,automatic,"₦ 28,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2016 White,Mercedes-Benz,E350 Base,2016,local used,automatic,"₦ 11,700,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2015 Red,Mercedes-Benz,CLA-Class CLA,2015,local used,automatic,"₦ 11,200,000"
Kia Rio LX 2023 Blue,Kia,Rio LX,2023,local used,automatic,"₦ 14,500,000"
Lexus GX 470 Sport Utility 2006 Black,Lexus,GX 470,2006,local used,automatic,"₦ 8,200,000"
Toyota Hilux Revo Double Cab Petrol 2.7 AWD 2022 Black,Toyota,Hilux Revo,2022,local used,automatic,"₦ 69,500,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Gray,Toyota,Camry SE,2018,foreign used,automatic,"₦ 28,800,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 20,500,000"
Volkswagen Routan 2014 Gray,Volkswagen,Routan,2014,local used,automatic,"₦ 11,500,000"
Toyota Camry Automatic 1999 Gray,Toyota,Camry Automatic,1999,local used,automatic,"₦ 2,100,000"
Toyota Sienna 2006 Green,Toyota,Sienna,2006,foreign used,automatic,"₦ 8,900,000"
Lexus RX 350 AWD 2018 Blue,Lexus,RX 350,2018,foreign used,automatic,"₦ 40,000,000"
Hyundai Elantra 2015 Blue,Hyundai,Elantra,2015,foreign used,automatic,"₦ 11,200,000"
Mercedes-Benz M Class 2012 Black,Mercedes-Benz,M Class,2012,local used,automatic,"₦ 13,500,000"
